[31m2024-05-01 00:00:02,902[0;39m [32m[INFO][0;39m com.payment.webservices.WebservicesApplication restartedMain [32mStarting WebservicesApplication using Java 1.8.0_292 on WPG02VB46 with PID 24672 (C:\DLTE-JavaFullStack-EekshaJain-2024\DLTE-Project\DatabaseRepository\PaymentWebservice\target\classes started by xxjainne in C:\DLTE-JavaFullStack-EekshaJain-2024\DLTE-Project\DatabaseRepository\PaymentWebservice)
2024-05-01 15:08:00,325 [INFO] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker main Bean 'org.springframework.ws.config.annotation.DelegatingWsConfiguration' of type [org.springframework.ws.config.annotation.DelegatingWsConfiguration$$EnhancerBySpringCGLIB$$b254a3de] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-05-01 15:08:00,368 [INFO] org.springframework.ws.soap.addressing.server.AnnotationActionEndpointMapping main Supporting [WS-Addressing August 2004, WS-Addressing 1.0]
2024-05-01 15:08:01,880 [INFO] org.springframework.boot.autoconfigure.web.servlet.WelcomePageHandlerMapping main Adding welcome page template: index
2024-05-01 15:08:02,812 [INFO] org.springframework.security.web.DefaultSecurityFilterChain main Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@3bbf1c0d, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@19662208, org.springframework.security.web.context.SecurityContextPersistenceFilter@3a1f2a1, org.springframework.security.web.header.HeaderWriterFilter@543d5863, org.springframework.web.filter.CorsFilter@216c22ce, org.springframework.security.web.authentication.logout.LogoutFilter@79a13920, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@4b87074a, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@3dce6dd8, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@52ca2652, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@697d6ded, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@62f9c790, org.springframework.security.web.session.SessionManagementFilter@dd3f8aa, org.springframework.security.web.access.ExceptionTranslationFilter@ee21292, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@2443abd6]
2024-05-01 15:08:03,399 [INFO] com.zaxxer.hikari.HikariDataSource main HikariPool-1 - Starting...
2024-05-01 15:08:03,410 [WARN] com.zaxxer.hikari.util.DriverDataSource main Registered driver with driverClassName=oracle.jdbc.driver.OracleDriver was not found, trying direct instantiation.
2024-05-01 15:08:03,551 [INFO] com.zaxxer.hikari.pool.PoolBase main HikariPool-1 - Driver does not support get/set network timeout for connections. (oracle.jdbc.driver.T4CConnection.getNetworkTimeout()I)
2024-05-01 15:08:03,567 [INFO] com.zaxxer.hikari.HikariDataSource main HikariPool-1 - Start completed.
2024-05-01 15:08:04,000 [INFO] com.payment.webservices.EndPointTesting main Started EndPointTesting in 5.67 seconds (JVM running for 6.974)
2024-05-01 15:08:04,103 [INFO] org.springframework.mock.web.MockServletContext main Initializing Spring TestDispatcherServlet ''
2024-05-01 15:08:04,103 [INFO] org.springframework.test.web.servlet.TestDispatcherServlet main Initializing Servlet ''
2024-05-01 15:08:04,103 [INFO] org.springframework.test.web.servlet.TestDispatcherServlet main Completed initialization in 0 ms
2024-05-01 15:08:04,159 [INFO] org.springframework.mock.web.MockServletContext main Initializing Spring TestDispatcherServlet ''
2024-05-01 15:08:04,159 [INFO] org.springframework.test.web.servlet.TestDispatcherServlet main Initializing Servlet ''
2024-05-01 15:08:04,159 [INFO] org.springframework.test.web.servlet.TestDispatcherServlet main Completed initialization in 0 ms
2024-05-01 15:08:04,200 [INFO] com.payment.webservices.controller.PaymentSoapPhase main List all that matches given account number
2024-05-01 15:08:04,229 [INFO] com.zaxxer.hikari.HikariDataSource SpringApplicationShutdownHook HikariPool-1 - Shutdown initiated...
2024-05-01 15:08:04,245 [INFO] com.zaxxer.hikari.HikariDataSource SpringApplicationShutdownHook HikariPool-1 - Shutdown completed.
2024-05-01 15:15:02,678 [INFO] com.payment.webservices.EndPointTesting main Starting EndPointTesting using Java 1.8.0_292 on WPG02VB46 with PID 20476 (started by xxjainne in C:\DLTE-JavaFullStack-EekshaJain-2024\DLTE-Project\DatabaseRepository\PaymentWebservice)
2024-05-01 15:15:02,678 [INFO] com.payment.webservices.EndPointTesting main No active profile set, falling back to 1 default profile: "default"
2024-05-01 15:15:03,623 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate main Bootstrapping Spring Data JDBC repositories in DEFAULT mode.
2024-05-01 15:15:03,638 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate main Finished Spring Data repository scanning in 12 ms. Found 0 JDBC repository interfaces.
2024-05-01 15:15:04,378 [INFO] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker main Bean 'org.springframework.ws.config.annotation.DelegatingWsConfiguration' of type [org.springframework.ws.config.annotation.DelegatingWsConfiguration$$EnhancerBySpringCGLIB$$d6396db3] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-05-01 15:15:04,441 [INFO] org.springframework.ws.soap.addressing.server.AnnotationActionEndpointMapping main Supporting [WS-Addressing August 2004, WS-Addressing 1.0]
2024-05-01 15:15:05,973 [INFO] org.springframework.boot.autoconfigure.web.servlet.WelcomePageHandlerMapping main Adding welcome page template: index
2024-05-01 15:15:06,992 [INFO] org.springframework.security.web.DefaultSecurityFilterChain main Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@7994a0d1, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@73e4387, org.springframework.security.web.context.SecurityContextPersistenceFilter@9a20cbd, org.springframework.security.web.header.HeaderWriterFilter@2eda4eeb, org.springframework.web.filter.CorsFilter@d87d449, org.springframework.security.web.authentication.logout.LogoutFilter@5d05f453, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@59845579, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@5d508d22, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@445821a6, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@35d26ad2, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@4137aab0, org.springframework.security.web.session.SessionManagementFilter@309dcdf3, org.springframework.security.web.access.ExceptionTranslationFilter@35bfa1bb, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@7fe07361]
2024-05-01 15:15:07,685 [INFO] com.zaxxer.hikari.HikariDataSource main HikariPool-1 - Starting...
2024-05-01 15:15:07,685 [WARN] com.zaxxer.hikari.util.DriverDataSource main Registered driver with driverClassName=oracle.jdbc.driver.OracleDriver was not found, trying direct instantiation.
2024-05-01 15:15:07,895 [INFO] com.zaxxer.hikari.pool.PoolBase main HikariPool-1 - Driver does not support get/set network timeout for connections. (oracle.jdbc.driver.T4CConnection.getNetworkTimeout()I)
2024-05-01 15:15:07,895 [INFO] com.zaxxer.hikari.HikariDataSource main HikariPool-1 - Start completed.
2024-05-01 15:15:08,416 [INFO] com.payment.webservices.EndPointTesting main Started EndPointTesting in 6.119 seconds (JVM running for 7.421)
2024-05-01 15:15:08,542 [INFO] org.springframework.mock.web.MockServletContext main Initializing Spring TestDispatcherServlet ''
2024-05-01 15:15:08,542 [INFO] org.springframework.test.web.servlet.TestDispatcherServlet main Initializing Servlet ''
2024-05-01 15:15:08,542 [INFO] org.springframework.test.web.servlet.TestDispatcherServlet main Completed initialization in 0 ms
2024-05-01 15:15:08,605 [INFO] com.payment.webservices.controller.PaymentSoapPhase main List all that matches given account number
2024-05-01 15:15:08,668 [INFO] com.zaxxer.hikari.HikariDataSource SpringApplicationShutdownHook HikariPool-1 - Shutdown initiated...
2024-05-01 15:15:08,675 [INFO] com.zaxxer.hikari.HikariDataSource SpringApplicationShutdownHook HikariPool-1 - Shutdown completed.
2024-05-01 15:15:37,985 [INFO] com.payment.webservices.EndPointTesting main Starting EndPointTesting using Java 1.8.0_292 on WPG02VB46 with PID 3728 (started by xxjainne in C:\DLTE-JavaFullStack-EekshaJain-2024\DLTE-Project\DatabaseRepository\PaymentWebservice)
2024-05-01 15:15:37,985 [INFO] com.payment.webservices.EndPointTesting main No active profile set, falling back to 1 default profile: "default"
2024-05-01 15:15:38,868 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate main Bootstrapping Spring Data JDBC repositories in DEFAULT mode.
2024-05-01 15:15:38,889 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate main Finished Spring Data repository scanning in 10 ms. Found 0 JDBC repository interfaces.
2024-05-01 15:15:39,655 [INFO] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker main Bean 'org.springframework.ws.config.annotation.DelegatingWsConfiguration' of type [org.springframework.ws.config.annotation.DelegatingWsConfiguration$$EnhancerBySpringCGLIB$$ea9dfd3e] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-05-01 15:15:39,705 [INFO] org.springframework.ws.soap.addressing.server.AnnotationActionEndpointMapping main Supporting [WS-Addressing August 2004, WS-Addressing 1.0]
2024-05-01 15:15:41,249 [INFO] org.springframework.boot.autoconfigure.web.servlet.WelcomePageHandlerMapping main Adding welcome page template: index
2024-05-01 15:15:42,234 [INFO] org.springframework.security.web.DefaultSecurityFilterChain main Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@3457cc8d, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@7a66c35a, org.springframework.security.web.context.SecurityContextPersistenceFilter@309dcdf3, org.springframework.security.web.header.HeaderWriterFilter@357bc488, org.springframework.web.filter.CorsFilter@7994a0d1, org.springframework.security.web.authentication.logout.LogoutFilter@65c5bf0e, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@1cbc5693, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@114a5e0, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@9a20cbd, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@445821a6, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@73e4387, org.springframework.security.web.session.SessionManagementFilter@2eda4eeb, org.springframework.security.web.access.ExceptionTranslationFilter@319642db, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@aa61e4e]
2024-05-01 15:15:42,826 [INFO] com.zaxxer.hikari.HikariDataSource main HikariPool-1 - Starting...
2024-05-01 15:15:42,842 [WARN] com.zaxxer.hikari.util.DriverDataSource main Registered driver with driverClassName=oracle.jdbc.driver.OracleDriver was not found, trying direct instantiation.
2024-05-01 15:15:43,015 [INFO] com.zaxxer.hikari.pool.PoolBase main HikariPool-1 - Driver does not support get/set network timeout for connections. (oracle.jdbc.driver.T4CConnection.getNetworkTimeout()I)
2024-05-01 15:15:43,015 [INFO] com.zaxxer.hikari.HikariDataSource main HikariPool-1 - Start completed.
2024-05-01 15:15:43,489 [INFO] com.payment.webservices.EndPointTesting main Started EndPointTesting in 5.95 seconds (JVM running for 7.67)
2024-05-01 15:15:43,616 [INFO] org.springframework.mock.web.MockServletContext main Initializing Spring TestDispatcherServlet ''
2024-05-01 15:15:43,616 [INFO] org.springframework.test.web.servlet.TestDispatcherServlet main Initializing Servlet ''
2024-05-01 15:15:43,616 [INFO] org.springframework.test.web.servlet.TestDispatcherServlet main Completed initialization in 0 ms
2024-05-01 15:15:43,673 [INFO] com.payment.webservices.controller.PaymentSoapPhase main List all that matches given account number
2024-05-01 15:15:43,724 [INFO] com.zaxxer.hikari.HikariDataSource SpringApplicationShutdownHook HikariPool-1 - Shutdown initiated...
2024-05-01 15:15:43,733 [INFO] com.zaxxer.hikari.HikariDataSource SpringApplicationShutdownHook HikariPool-1 - Shutdown completed.
2024-05-01 15:16:34,398 [INFO] com.payment.webservices.EndPointTesting main Starting EndPointTesting using Java 1.8.0_292 on WPG02VB46 with PID 12148 (started by xxjainne in C:\DLTE-JavaFullStack-EekshaJain-2024\DLTE-Project\DatabaseRepository\PaymentWebservice)
2024-05-01 15:16:34,398 [INFO] com.payment.webservices.EndPointTesting main No active profile set, falling back to 1 default profile: "default"
2024-05-01 15:16:35,317 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate main Bootstrapping Spring Data JDBC repositories in DEFAULT mode.
2024-05-01 15:16:35,336 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate main Finished Spring Data repository scanning in 13 ms. Found 0 JDBC repository interfaces.
2024-05-01 15:16:36,199 [INFO] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker main Bean 'org.springframework.ws.config.annotation.DelegatingWsConfiguration' of type [org.springframework.ws.config.annotation.DelegatingWsConfiguration$$EnhancerBySpringCGLIB$$56845aa] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-05-01 15:16:36,248 [INFO] org.springframework.ws.soap.addressing.server.AnnotationActionEndpointMapping main Supporting [WS-Addressing August 2004, WS-Addressing 1.0]
2024-05-01 15:16:37,825 [INFO] org.springframework.boot.autoconfigure.web.servlet.WelcomePageHandlerMapping main Adding welcome page template: index
2024-05-01 15:16:38,702 [INFO] org.springframework.security.web.DefaultSecurityFilterChain main Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@46a8c2b4, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@4f664bee, org.springframework.security.web.context.SecurityContextPersistenceFilter@6367a688, org.springframework.security.web.header.HeaderWriterFilter@62aeddc8, org.springframework.web.filter.CorsFilter@76563ae7, org.springframework.security.web.authentication.logout.LogoutFilter@66e21568, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@1283ca23, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@3a1f2a1, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@59498d94, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@6b321262, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@4fd74223, org.springframework.security.web.session.SessionManagementFilter@5707f613, org.springframework.security.web.access.ExceptionTranslationFilter@519c6fcc, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@335f5c69]
2024-05-01 15:16:39,441 [INFO] com.zaxxer.hikari.HikariDataSource main HikariPool-1 - Starting...
